timestamp,actual,predicted,error,abs_error,hour,weekday,month,season
2025-06-26 00:00:00,27.3,27.9610334951758,0.6610334951758006,0.6610334951758006,0,3,6,Summer
2025-06-26 01:00:00,28.1,26.71018347359591,-1.3898165264040898,1.3898165264040898,1,3,6,Summer
2025-06-26 02:00:00,26.4,29.10677290069721,2.70677290069721,2.70677290069721,2,3,6,Summer
2025-06-26 03:00:00,32.1,30.788327313310536,-1.311672686689466,1.311672686689466,3,3,6,Summer
2025-06-26 04:00:00,30.1,32.07444180537485,1.9744418053748518,1.9744418053748518,4,3,6,Summer
2025-06-26 05:00:00,29.0,31.573366224663413,2.5733662246634132,2.5733662246634132,5,3,6,Summer
2025-06-26 06:00:00,30.8,33.758315441779246,2.958315441779245,2.958315441779245,6,3,6,Summer
2025-06-26 07:00:00,38.7,36.90620708246183,-1.7937929175381697,1.7937929175381697,7,3,6,Summer
2025-06-26 08:00:00,46.3,40.85207829194431,-5.447921708055688,5.447921708055688,8,3,6,Summer
2025-06-26 09:00:00,42.2,42.273119665327414,0.0731196653274111,0.0731196653274111,9,3,6,Summer
2025-06-26 10:00:00,42.4,43.54602631073969,1.1460263107396926,1.1460263107396926,10,3,6,Summer
2025-06-26 11:00:00,44.8,44.02004256023153,-0.7799574397684665,0.7799574397684665,11,3,6,Summer
2025-06-26 12:00:00,49.2,46.474216497722665,-2.725783502277338,2.725783502277338,12,3,6,Summer
2025-06-26 13:00:00,44.6,44.86154677152739,0.26154677152738515,0.26154677152738515,13,3,6,Summer
2025-06-26 14:00:00,41.2,42.756110208243065,1.5561102082430622,1.5561102082430622,14,3,6,Summer
2025-06-26 15:00:00,46.0,42.4037505130908,-3.596249486909201,3.596249486909201,15,3,6,Summer
2025-06-26 16:00:00,41.7,41.25018378348798,-0.4498162165120263,0.4498162165120263,16,3,6,Summer
2025-06-26 17:00:00,44.2,39.53618159631591,-4.66381840368409,4.66381840368409,17,3,6,Summer
2025-06-26 18:00:00,36.7,39.141308968989335,2.4413089689893326,2.4413089689893326,18,3,6,Summer
2025-06-26 19:00:00,29.0,32.06949663240854,3.069496632408537,3.069496632408537,19,3,6,Summer
2025-06-26 20:00:00,26.5,30.632521040775682,4.132521040775682,4.132521040775682,20,3,6,Summer
2025-06-26 21:00:00,36.9,32.47366732019627,-4.426332679803728,4.426332679803728,21,3,6,Summer
2025-06-26 22:00:00,35.9,31.686534166048393,-4.213465833951606,4.213465833951606,22,3,6,Summer
2025-06-26 23:00:00,27.5,28.23957869514801,0.7395786951480083,0.7395786951480083,23,3,6,Summer
2025-06-27 00:00:00,26.2,28.125527464512732,1.925527464512733,1.925527464512733,0,4,6,Summer
2025-06-27 01:00:00,33.9,29.167642307095505,-4.732357692904493,4.732357692904493,1,4,6,Summer
2025-06-27 02:00:00,24.4,27.155684077631122,2.7556840776311233,2.7556840776311233,2,4,6,Summer
2025-06-27 03:00:00,26.5,28.084224275281116,1.584224275281116,1.584224275281116,3,4,6,Summer
2025-06-27 04:00:00,34.3,31.625460312146373,-2.674539687853624,2.674539687853624,4,4,6,Summer
2025-06-27 05:00:00,32.1,32.59218997657715,0.49218997657715136,0.49218997657715136,5,4,6,Summer
2025-06-27 06:00:00,35.8,34.91500408109746,-0.8849959189025398,0.8849959189025398,6,4,6,Summer
2025-06-27 07:00:00,37.2,37.711635378940024,0.5116353789400208,0.5116353789400208,7,4,6,Summer
2025-06-27 08:00:00,41.1,40.236990165995124,-0.8630098340048775,0.8630098340048775,8,4,6,Summer
2025-06-27 09:00:00,47.1,43.11556591530201,-3.9844340846979946,3.9844340846979946,9,4,6,Summer
2025-06-27 10:00:00,43.1,43.772492661414205,0.6724926614142035,0.6724926614142035,10,4,6,Summer
2025-06-27 11:00:00,46.1,45.24738497458521,-0.8526150254147922,0.8526150254147922,11,4,6,Summer
2025-06-27 12:00:00,35.6,40.617902540064335,5.017902540064334,5.017902540064334,12,4,6,Summer
2025-06-27 13:00:00,43.3,43.58883688005923,0.288836880059236,0.288836880059236,13,4,6,Summer
2025-06-27 14:00:00,39.3,40.192593805078,0.8925938050780005,0.8925938050780005,14,4,6,Summer
2025-06-27 15:00:00,36.6,39.83430268149669,3.234302681496686,3.234302681496686,15,4,6,Summer
2025-06-27 16:00:00,36.3,39.49218215078986,3.1921821507898613,3.1921821507898613,16,4,6,Summer
2025-06-27 17:00:00,36.5,38.54161403933666,2.0416140393366575,2.0416140393366575,17,4,6,Summer
2025-06-27 18:00:00,39.4,36.00691994824049,-3.3930800517595117,3.3930800517595117,18,4,6,Summer
2025-06-27 19:00:00,28.4,31.103741825925898,2.703741825925899,2.703741825925899,19,4,6,Summer
2025-06-27 20:00:00,31.9,30.548725762654495,-1.3512742373455033,1.3512742373455033,20,4,6,Summer
2025-06-27 21:00:00,28.2,28.31747502721831,0.11747502721831182,0.11747502721831182,21,4,6,Summer
2025-06-27 22:00:00,27.5,28.60885177643056,1.1088517764305585,1.1088517764305585,22,4,6,Summer
2025-06-27 23:00:00,32.1,29.05693780914929,-3.043062190850712,3.043062190850712,23,4,6,Summer
2025-06-28 00:00:00,24.8,23.972202527473964,-0.8277974725260364,0.8277974725260364,0,5,6,Summer
2025-06-28 01:00:00,28.2,24.856562285462516,-3.343437714537483,3.343437714537483,1,5,6,Summer
2025-06-28 02:00:00,23.1,22.951279253536978,-0.1487207464630238,0.1487207464630238,2,5,6,Summer
2025-06-28 03:00:00,22.2,23.552285076457284,1.3522850764572851,1.3522850764572851,3,5,6,Summer
2025-06-28 04:00:00,25.7,26.59942882514427,0.8994288251442697,0.8994288251442697,4,5,6,Summer
2025-06-28 05:00:00,29.5,26.872516977549047,-2.627483022450953,2.627483022450953,5,5,6,Summer
2025-06-28 06:00:00,31.3,30.49394970089993,-0.8060502991000718,0.8060502991000718,6,5,6,Summer
2025-06-28 07:00:00,28.3,30.90620934342826,2.606209343428258,2.606209343428258,7,5,6,Summer
2025-06-28 08:00:00,35.0,35.47737536117533,0.4773753611753335,0.4773753611753335,8,5,6,Summer
2025-06-28 09:00:00,37.2,37.64009912779567,0.4400991277956692,0.4400991277956692,9,5,6,Summer
2025-06-28 10:00:00,47.6,41.510528129695395,-6.089471870304607,6.089471870304607,10,5,6,Summer
2025-06-28 11:00:00,45.8,42.24142310559922,-3.5585768944007796,3.5585768944007796,11,5,6,Summer
2025-06-28 12:00:00,35.2,38.29073688709915,3.0907368870991476,3.0907368870991476,12,5,6,Summer
2025-06-28 13:00:00,37.2,38.32821349156311,1.128213491563109,1.128213491563109,13,5,6,Summer
2025-06-28 14:00:00,31.7,34.54321926117284,2.8432192611728375,2.8432192611728375,14,5,6,Summer
2025-06-28 15:00:00,33.9,35.71885110025232,1.8188511002523242,1.8188511002523242,15,5,6,Summer
2025-06-28 16:00:00,35.9,35.733367524571484,-0.16663247542851423,0.16663247542851423,16,5,6,Summer
2025-06-28 17:00:00,37.5,34.144834901315726,-3.3551650986842745,3.3551650986842745,17,5,6,Summer
2025-06-28 18:00:00,27.7,29.826102424751863,2.1261024247518634,2.1261024247518634,18,5,6,Summer
2025-06-28 19:00:00,25.9,25.688365103573823,-0.21163489642617606,0.21163489642617606,19,5,6,Summer
2025-06-28 20:00:00,18.0,22.50032587870519,4.5003258787051905,4.5003258787051905,20,5,6,Summer
